corridor,pk_cum,X,Y,gml_id,cleabs,date_creation,date_modification,date_d_apparition,date_de_confirmation,sources,identifiants_sources,route,numero,abscisse,ordre,cote,statut,type_de_pr,libelle,identifiant_de_section,code_insee_du_departement,lien_vers_route_nommee,gestionnaire
a40,84.555,5.62850557,46.1421626,,POIN_REP0000002330655508,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,118,15152,15,D,PR valide,PR,01PR118DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,85.529,5.63744475,46.14835326,,POIN_REP0000002330655432,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,117,14152,14,D,PR valide,PR,01PR117DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,86.530,5.64641227,46.15484713,,POIN_REP0000002330655436,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,116,13152,13,D,PR valide,PR,01PR116DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,87.512,5.65426173,46.16179804,,POIN_REP0000002330655541,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,115,12152,12,D,PR valide,PR,01PR115DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,88.501,5.66664178,46.16411018,,POIN_REP0000002330655582,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,114,11152,11,D,PR valide,PR,01PR114DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,89.457,5.67623441,46.1695483,,POIN_REP0000002330655418,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,113,10152,10,D,PR valide,PR,01PR113DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,90.365,5.68797809,46.17022432,,POIN_REP0000002330655416,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,112,9152,9,D,PR valide,PR,01PR112DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,91.351,5.69815932,46.16486343,,POIN_REP0000002330655523,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,111,8152,8,D,PR valide,PR,01PR111DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,92.328,5.71041892,46.16709623,,POIN_REP0000002330655424,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,110,7152,7,D,PR valide,PR,01PR110DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,93.326,5.72322657,46.16835682,,POIN_REP0000002330655547,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,109,6152,6,D,PR valide,PR,01PR109DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,94.320,5.73539395,46.17132802,,POIN_REP0000002330655439,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,108,5152,5,D,PR valide,PR,01PR108DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,95.302,5.7480751,46.17047056,,POIN_REP0000002330655554,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,107,4152,4,D,PR valide,PR,01PR107DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,96.291,5.75746967,46.16443035,,POIN_REP0000002330655395,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,106,3152,3,D,PR valide,PR,01PR106DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,97.278,5.76910296,46.16073062,,POIN_REP0000002330655544,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,105,2152,2,D,PR valide,PR,01PR105DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,98.222,5.7811499,46.15918384,,POIN_REP0000002330655470,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,104,1152,1,D,PR valide,PR,01PR104DC,NAT-A40-D-7,01,ROUTNOMM0000000009137389,APRR
a40,99.234,5.78946301,46.15215094,,POIN_REP0000002330655396,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,103,152,0,D,PR valide,PR,01PR103DC,NAT-A40-D-10,01,ROUTNOMM0000000009137389,APRR
a40,99.437,5.79091828,46.15063386,,POIN_REP0000002330655599,2023/03/09 12:34:59.704+00,2023/12/05 14:25:42.472+00,,,DGITM 2022,,A40,102,0,0,D,PR0 valide,PR0,CS01PR102DC,NAT-A40-G-2,01,ROUTNOMM0000000009137389,APRR
a40,100.200,5.79488736,46.14436045,,POIN_REP0000002330666164,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,102,5600,6,D,PR valide,PR,01PR102DC,NAT-A40-D-14,01,ROUTNOMM0000000067808716,ATMB
a40,101.188,5.79747998,46.13566542,,POIN_REP0000002330666140,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,101,4600,5,D,PR valide,PR,01PR101DC,NAT-A40-D-14,01,ROUTNOMM0000000067808716,ATMB
a40,102.191,5.79858758,46.12668346,,POIN_REP0000002330666049,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,100,3600,4,D,PR valide,PR,01PR100DC,NAT-A40-D-14,01,ROUTNOMM0000000067808716,ATMB
a40,103.194,5.79703941,46.11774172,,POIN_REP0000002330666127,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,99,2600,3,D,PR valide,PR,01PR99DC,NAT-A40-D-14,01,ROUTNOMM0000000067808716,ATMB
a40,104.143,5.80084206,46.10963756,,POIN_REP0000002330666223,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,98,1600,2,D,PR valide,PR,01PR98DC,NAT-A40-D-14,01,ROUTNOMM0000000067808716,ATMB
a40,105.136,5.81211268,46.10533289,,POIN_REP0000002330666095,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,97,600,1,D,PR valide,PR,01PR97DC,NAT-A40-D-14,01,ROUTNOMM0000000067808716,ATMB
a40,106.137,5.8245309,46.10272223,,POIN_REP0000002330666192,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,96,96000,96,D,PR valide,PR,74PR96DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,107.071,5.82836714,46.09476486,,POIN_REP0000002330666028,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,95,95000,95,D,PR valide,PR,74PR95DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,108.042,5.83482218,46.08728706,,POIN_REP0000002330666064,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,94,94000,94,D,PR valide,PR,74PR94DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,109.019,5.84274648,46.08043612,,POIN_REP0000002330666185,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,93,93000,93,D,PR valide,PR,74PR93DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,109.986,5.84793057,46.07253609,,POIN_REP0000002330666037,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,92,92000,92,D,PR valide,PR,74PR92DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,110.979,5.85959104,46.06877079,,POIN_REP0000002330666069,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,91,91000,91,D,PR valide,PR,74PR91DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,111.969,5.87167134,46.06578567,,POIN_REP0000002330666076,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,90,90000,90,D,PR valide,PR,74PR90DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,112.967,5.88226561,46.06065277,,POIN_REP0000002330666026,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,89,89000,89,D,PR valide,PR,74PR89DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,113.945,5.89436226,46.05808196,,POIN_REP0000002330666070,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,88,88000,88,D,PR valide,PR,74PR88DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,114.873,5.90393123,46.06312491,,POIN_REP0000002330666085,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,87,87000,87,D,PR valide,PR,74PR87DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,115.854,5.90277675,46.07189964,,POIN_REP0000002330666058,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,86,86000,86,D,PR valide,PR,74PR86DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,116.843,5.90803609,46.08000186,,POIN_REP0000002330666219,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,85,85000,85,D,PR valide,PR,74PR85DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,117.850,5.91280614,46.08842101,,POIN_REP0000002330666171,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,84,84000,84,D,PR valide,PR,74PR84DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,118.912,5.92654144,46.08887847,,POIN_REP0000002330666051,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,83,83000,83,D,PR valide,PR,74PR83DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,119.856,5.93869912,46.08794689,,POIN_REP0000002330666055,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,82,82000,82,D,PR valide,PR,74PR82DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,120.849,5.94965203,46.09263317,,POIN_REP0000002330666125,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,81,81000,81,D,PR valide,PR,74PR81DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,121.812,5.96082087,46.09648377,,POIN_REP0000002330666199,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,80,80000,80,D,PR valide,PR,74PR80DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,122.787,5.97223299,46.10022782,,POIN_REP0000002330666118,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,79,79000,79,D,PR valide,PR,74PR79DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,123.775,5.98155719,46.10631091,,POIN_REP0000002330666039,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,78,78000,78,D,PR valide,PR,74PR78DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,124.770,5.98989962,46.11312295,,POIN_REP0000002330666205,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,77,77000,77,D,PR valide,PR,74PR77DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,125.741,5.99981519,46.11849699,,POIN_REP0000002330666042,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,76,76000,76,D,PR valide,PR,74PR76DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,126.706,6.01206358,46.12022358,,POIN_REP0000002330666214,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,75,75000,75,D,PR valide,PR,74PR75DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,127.622,6.02386831,46.12112713,,POIN_REP0000002330666211,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,74,74000,74,D,PR valide,PR,74PR74DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,128.613,6.03503257,46.12553226,,POIN_REP0000002330666107,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,73,73000,73,D,PR valide,PR,74PR73DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,129.595,6.04517814,46.13086302,,POIN_REP0000002330666057,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,72,72000,72,D,PR valide,PR,74PR72DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,130.586,6.05799664,46.13134299,,POIN_REP0000002330666100,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,71,71000,71,D,PR valide,PR,74PR71DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,131.567,6.06978029,46.12803216,,POIN_REP0000002330666041,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,70,70000,70,D,PR valide,PR,74PR70DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,132.506,6.08195281,46.12816191,,POIN_REP0000002330666180,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,69,69000,69,D,PR valide,PR,74PR69DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,133.492,6.09312871,46.13245303,,POIN_REP0000002330666221,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,68,68000,68,D,PR valide,PR,74PR68DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,134.493,6.10571193,46.13466523,,POIN_REP0000002330666111,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,67,67000,67,D,PR valide,PR,74PR67DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,135.495,6.11830881,46.13684774,,POIN_REP0000002330666202,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,66,66000,66,D,PR valide,PR,74PR66DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,136.505,6.13113351,46.13870989,,POIN_REP0000002330666217,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,65,65000,65,D,PR valide,PR,74PR65DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,137.448,6.14272035,46.14139704,,POIN_REP0000002330666033,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,64,64000,64,D,PR valide,PR,74PR64DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,138.421,6.14988043,46.1485948,,POIN_REP0000002330666089,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,63,63000,63,D,PR valide,PR,74PR63DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,139.413,6.1605675,46.15354828,,POIN_REP0000002330666112,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,62,62000,62,D,PR valide,PR,74PR62DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,140.383,6.17239785,46.15652946,,POIN_REP0000002330666196,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,61,61000,61,D,PR valide,PR,74PR61DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,141.352,6.18444371,46.15899962,,POIN_REP0000002330666144,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,60,60000,60,D,PR valide,PR,74PR60DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,142.353,6.1950057,46.16423018,,POIN_REP0000002330666156,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,59,59000,59,D,PR valide,PR,74PR59DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,143.320,6.20548682,46.16899616,,POIN_REP0000002330666206,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,58,58000,58,D,PR valide,PR,74PR58DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,144.316,6.21670832,46.17343654,,POIN_REP0000002330666073,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,57,57000,57,D,PR valide,PR,74PR57DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,145.249,6.22309438,46.18055734,,POIN_REP0000002330666172,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,56,56000,56,D,PR valide,PR,74PR56DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,145.898,6.23150877,46.18056526,,POIN_REP0000002330666155,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,55,55000,55,D,PR valide,PR,74PR55DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,146.886,6.23961091,46.17368605,,POIN_REP0000002330666201,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,54,54000,54,D,PR valide,PR,74PR54DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,147.865,6.24747871,46.16678226,,POIN_REP0000002330666109,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,53,53000,53,D,PR valide,PR,74PR53DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,148.871,6.25961602,46.16346586,,POIN_REP0000002330666231,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,52,52000,52,D,PR valide,PR,74PR52DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,149.870,6.27147726,46.15984965,,POIN_REP0000002330666105,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,51,51000,51,D,PR valide,PR,74PR51DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,150.888,6.28355153,46.15615569,,POIN_REP0000002330666194,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,50,50000,50,D,PR valide,PR,74PR50DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,151.880,6.29560111,46.15302622,,POIN_REP0000002330666212,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,49,49000,49,D,PR valide,PR,74PR49DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,152.867,6.30720811,46.14928824,,POIN_REP0000002330666139,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,48,48000,48,D,PR valide,PR,74PR48DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,153.872,6.31568829,46.14243453,,POIN_REP0000002330666120,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,47,47000,47,D,PR valide,PR,74PR47DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,154.861,6.31982689,46.13403349,,POIN_REP0000002330666135,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,46,46000,46,D,PR valide,PR,74PR46DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,155.871,6.32618544,46.12609447,,POIN_REP0000002330666117,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,45,45000,45,D,PR valide,PR,74PR45DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,156.849,6.33268468,46.1185601,,POIN_REP0000002330666061,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,44,44000,44,D,PR valide,PR,74PR44DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,157.855,6.34080944,46.11148848,,POIN_REP0000002330666128,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,43,43000,43,D,PR valide,PR,74PR43DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,158.860,6.3472643,46.10364802,,POIN_REP0000002330666081,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,42,42000,42,D,PR valide,PR,74PR42DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,159.852,6.35361684,46.0959012,,POIN_REP0000002330666142,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,41,41000,41,D,PR valide,PR,74PR41DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,160.856,6.36202465,46.0890223,,POIN_REP0000002330666087,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,40,40000,40,D,PR valide,PR,74PR40DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,161.854,6.3716874,46.0830608,,POIN_REP0000002330666030,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,39,39000,39,D,PR valide,PR,74PR39DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,162.847,6.3795011,46.07598092,,POIN_REP0000002330666159,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,38,38000,38,D,PR valide,PR,74PR38DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,163.837,6.38811724,46.06938842,,POIN_REP0000002330666187,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,37,37000,37,D,PR valide,PR,74PR37DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,164.828,6.39968437,46.06555132,,POIN_REP0000002330666093,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,36,36000,36,D,PR valide,PR,74PR36DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,165.816,6.41247331,46.06529597,,POIN_REP0000002330666229,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,35,35000,35,D,PR valide,PR,74PR35DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,166.811,6.42465073,46.06821324,,POIN_REP0000002330666136,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,34,34000,34,D,PR valide,PR,74PR34DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,167.811,6.43659324,46.07167986,,POIN_REP0000002330666167,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,33,33000,33,D,PR valide,PR,74PR33DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,168.808,6.44935576,46.07304182,,POIN_REP0000002330666189,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,32,32000,32,D,PR valide,PR,74PR32DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,169.839,6.46261436,46.07192832,,POIN_REP0000002330666114,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,31,31000,31,D,PR valide,PR,74PR31DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,170.800,6.47483777,46.07032309,,POIN_REP0000002330666102,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,30,30000,30,D,PR valide,PR,74PR30DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,171.796,6.48709473,46.0675428,,POIN_REP0000002330666123,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,29,29000,29,D,PR valide,PR,74PR29DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,172.792,6.49970372,46.06943203,,POIN_REP0000002330666174,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,28,28000,28,D,PR valide,PR,74PR28DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,173.787,6.51257561,46.06982807,,POIN_REP0000002330666099,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,27,27000,27,D,PR valide,PR,74PR27DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,174.766,6.52520691,46.07056726,,POIN_REP0000002330666209,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,26,26000,26,D,PR valide,PR,74PR26DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,175.777,6.53828521,46.07096118,,POIN_REP0000002330666091,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,25,25000,25,D,PR valide,PR,74PR25DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,176.769,6.55039887,46.06800807,,POIN_REP0000002330666183,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,24,24000,24,D,PR valide,PR,74PR24DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,177.769,6.56015578,46.06209804,,POIN_REP0000002330666044,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,23,23000,23,D,PR valide,PR,74PR23DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,178.765,6.57118055,46.05745872,,POIN_REP0000002330666133,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,22,22000,22,D,PR valide,PR,74PR22DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,179.731,6.58191202,46.05301503,,POIN_REP0000002330666075,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,21,21000,21,D,PR valide,PR,74PR21DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,180.695,6.59203175,46.04795235,,POIN_REP0000002330666226,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,20,20000,20,D,PR valide,PR,74PR20DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,181.693,6.60414191,46.04482479,,POIN_REP0000002330666034,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,19,19000,19,D,PR valide,PR,74PR19DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,182.681,6.60968286,46.03683119,,POIN_REP0000002330666178,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,18,18000,18,D,PR valide,PR,74PR18DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,183.665,6.61464003,46.02868282,,POIN_REP0000002330666096,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,17,17000,17,D,PR valide,PR,74PR17DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,184.669,6.61875764,46.02012742,,POIN_REP0000002330666063,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,16,16000,16,D,PR valide,PR,74PR16DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,185.694,6.62431128,46.01176747,,POIN_REP0000002330666149,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,15,15000,15,D,PR valide,PR,74PR15DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,186.672,6.62823658,46.003417,,POIN_REP0000002330666191,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,14,14000,14,D,PR valide,PR,74PR14DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,187.673,6.62989479,45.99449905,,POIN_REP0000002330666067,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,13,13000,13,D,PR valide,PR,74PR13DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,188.673,6.62922412,45.98553135,,POIN_REP0000002330666150,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,12,12000,12,D,PR valide,PR,74PR12DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,189.665,6.62904576,45.97661457,,POIN_REP0000002330666130,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,11,11000,11,D,PR valide,PR,74PR11DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,190.655,6.62744534,45.96779387,,POIN_REP0000002330666147,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,10,10000,10,D,PR valide,PR,74PR10DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
a40,191.637,6.63301755,45.95987348,,POIN_REP0000002330666225,2023/03/09 12:34:59.704+00,,,,DGITM 2022,,A40,9,9000,9,D,PR valide,PR,74PR9DC,NAT-A40-D-8,74,ROUTNOMM0000000067808716,ATMB
