corridor,route,pk,lat,lon,speed_kmh,source
a40,A40,51.44492,46.112273,5.291621,130,trace
a40,A40,51.49485,46.111829,5.291719,130,trace
a40,A40,51.54460,46.111382,5.291787,130,trace
a40,A40,51.59412,46.110934,5.291832,130,trace
a40,A40,51.64343,46.110485,5.291858,130,trace
a40,A40,51.69239,46.110036,5.291858,130,trace
a40,A40,51.74093,46.109588,5.291835,129,trace
a40,A40,51.78920,46.109139,5.291797,129,trace
a40,A40,51.83711,46.108692,5.291743,130,trace
a40,A40,51.88735,46.108245,5.291670,130,trace
a40,A40,51.93771,46.107800,5.291591,130,trace
a40,A40,51.98774,46.107354,5.291507,130,trace
a40,A40,52.03777,46.106909,5.291419,129,trace
a40,A40,52.08779,46.106465,5.291323,129,trace
a40,A40,52.13780,46.106021,5.291221,130,trace
a40,A40,52.18781,46.105578,5.291115,130,trace
a40,A40,52.23782,46.105135,5.291010,130,trace
a40,A40,52.28783,46.104692,5.290906,130,trace
a40,A40,52.33785,46.104248,5.290807,130,trace
a40,A40,52.38787,46.103803,5.290715,129,trace
a40,A40,52.43790,46.103359,5.290625,129,trace
a40,A40,52.48793,46.102914,5.290536,129,trace
a40,A40,52.53796,46.102469,5.290448,130,trace
a40,A40,52.58799,46.102024,5.290360,130,trace
a40,A40,52.63801,46.101578,5.290274,130,trace
a40,A40,52.68804,46.101133,5.290188,130,trace
a40,A40,52.73807,46.100688,5.290102,130,trace
a40,A40,52.78810,46.100243,5.290015,129,trace
a40,A40,52.83813,46.099798,5.289929,130,trace
a40,A40,52.88805,46.099353,5.289842,130,trace
a40,A40,52.93796,46.098908,5.289756,130,trace
a40,A40,52.98796,46.098463,5.289668,130,trace
a40,A40,53.03795,46.098018,5.289580,130,trace
a40,A40,53.08795,46.097573,5.289493,130,trace
a40,A40,53.13795,46.097127,5.289406,130,trace
a40,A40,53.18794,46.096682,5.289318,130,trace
a40,A40,53.23794,46.096238,5.289229,130,trace
a40,A40,53.28793,46.095793,5.289138,130,trace
a40,A40,53.33793,46.095347,5.289055,129,trace
a40,A40,53.38793,46.094902,5.288972,129,trace
a40,A40,53.43793,46.094456,5.288889,130,trace
a40,A40,53.48794,46.094010,5.288813,130,trace
a40,A40,53.53794,46.093564,5.288736,130,trace
a40,A40,53.58794,46.093118,5.288661,130,trace
a40,A40,53.63794,46.092672,5.288588,129,trace
a40,A40,53.68794,46.092226,5.288514,129,trace
a40,A40,53.73793,46.091779,5.288447,129,trace
a40,A40,53.78789,46.091331,5.288394,130,trace
a40,A40,53.83787,46.090884,5.288334,130,trace
a40,A40,53.88524,46.090436,5.288292,130,trace
a40,A40,53.92949,46.089987,5.288271,129,trace
a40,A40,53.97743,46.089538,5.288281,130,trace
a40,A40,54.02573,46.089090,5.288310,130,trace
a40,A40,54.07439,46.088642,5.288357,129,trace
a40,A40,54.12353,46.088196,5.288433,130,trace
a40,A40,54.17293,46.087752,5.288531,130,trace
a40,A40,54.22253,46.087310,5.288646,129,trace
a40,A40,54.27234,46.086871,5.288785,130,trace
a40,A40,54.32227,46.086437,5.288949,130,trace
a40,A40,54.37225,46.086006,5.289129,130,trace
a40,A40,54.42226,46.085578,5.289329,130,trace
a40,A40,54.47218,46.085158,5.289556,130,trace
a40,A40,54.52202,46.084741,5.289798,130,trace
a40,A40,54.57176,46.084329,5.290055,130,trace
a40,A40,54.62124,46.083924,5.290336,130,trace
a40,A40,54.67048,46.083526,5.290634,130,trace
a40,A40,54.71948,46.083133,5.290947,129,trace
a40,A40,54.76801,46.082749,5.291285,130,trace
a40,A40,54.81606,46.082375,5.291642,130,trace
a40,A40,54.86183,46.082007,5.292013,130,trace
a40,A40,54.90220,46.081648,5.292402,130,trace
a40,A40,54.94920,46.081300,5.292811,130,trace
a40,A40,54.99772,46.080959,5.293233,130,trace
a40,A40,55.04658,46.080626,5.293668,130,trace
a40,A40,55.09588,46.080308,5.294125,130,trace
a40,A40,55.14539,46.079999,5.294595,130,trace
a40,A40,55.19508,46.079700,5.295077,129,trace
a40,A40,55.24496,46.079413,5.295576,130,trace
a40,A40,55.29491,46.079138,5.296087,130,trace
a40,A40,55.34490,46.078872,5.296609,130,trace
a40,A40,55.39489,46.078622,5.297147,130,trace
a40,A40,55.44478,46.078385,5.297696,129,trace
a40,A40,55.49459,46.078157,5.298254,129,trace
a40,A40,55.54427,46.077940,5.298821,130,trace
a40,A40,55.59375,46.077735,5.299397,130,trace
a40,A40,55.64309,46.077537,5.299978,130,trace
a40,A40,55.69230,46.077345,5.300564,130,trace
a40,A40,55.74124,46.077165,5.301157,130,trace
a40,A40,55.79009,46.076989,5.301753,130,trace
a40,A40,55.83860,46.076816,5.302350,130,trace
a40,A40,55.88551,46.076641,5.302947,130,trace
a40,A40,55.93454,46.076466,5.303543,130,trace
a40,A40,55.98453,46.076293,5.304140,130,trace
a40,A40,56.03451,46.076122,5.304740,130,trace
a40,A40,56.08450,46.075955,5.305340,130,trace
a40,A40,56.13449,46.075788,5.305941,130,trace
a40,A40,56.18448,46.075621,5.306542,130,trace
a40,A40,56.23447,46.075453,5.307143,130,trace
a40,A40,56.28446,46.075285,5.307743,130,trace
a40,A40,56.33444,46.075117,5.308344,130,trace
a40,A40,56.38443,46.074950,5.308945,130,trace
a40,A40,56.43442,46.074783,5.309546,130,trace
a40,A40,56.48441,46.074616,5.310147,130,trace
a40,A40,56.53439,46.074449,5.310748,130,trace
a40,A40,56.58438,46.074282,5.311349,130,trace
a40,A40,56.63437,46.074115,5.311950,130,trace
a40,A40,56.68436,46.073948,5.312551,130,trace
a40,A40,56.73434,46.073781,5.313152,130,trace
a40,A40,56.78433,46.073614,5.313753,129,trace
a40,A40,56.83433,46.073448,5.314355,125,trace
a40,A40,56.88562,46.073283,5.314957,123,trace
a40,A40,56.93574,46.073119,5.315560,120,trace
a40,A40,56.98526,46.072954,5.316162,117,trace
a40,A40,57.03484,46.072784,5.316761,114,trace
a40,A40,57.08469,46.072593,5.317347,111,trace
a40,A40,57.13462,46.072385,5.317921,109,trace
a40,A40,57.18454,46.072156,5.318477,108,trace
a40,A40,57.23423,46.071901,5.319009,107,trace
a40,A40,57.28346,46.071619,5.319512,107,trace
a40,A40,57.33192,46.071311,5.319983,106,trace
a40,A40,57.37919,46.070976,5.320415,106,trace
a40,A40,57.42565,46.070628,5.320824,108,trace
a40,A40,57.47221,46.070281,5.321236,110,trace
a40,A40,57.51937,46.069945,5.321665,112,trace
a40,A40,57.56548,46.069627,5.322121,114,trace
a40,A40,57.60164,46.069340,5.322619,114,trace
a40,A40,57.60600,46.069100,5.323165,115,trace
a40,A40,57.62866,46.068907,5.323747,115,trace
a40,A40,57.66883,46.068761,5.324358,115,trace
a40,A40,57.71496,46.068661,5.324989,115,trace
a40,A40,57.76336,46.068623,5.325634,115,trace
a40,A40,57.81283,46.068641,5.326279,115,trace
a40,A40,57.86266,46.068714,5.326916,115,trace
a40,A40,57.91224,46.068840,5.327536,115,trace
a40,A40,57.96094,46.069015,5.328132,115,trace
a40,A40,58.00752,46.069247,5.328686,115,trace
a40,A40,58.05173,46.069519,5.329199,117,trace
a40,A40,58.09402,46.069820,5.329680,120,trace
a40,A40,58.13491,46.070137,5.330138,122,trace
a40,A40,58.17540,46.070459,5.330590,124,trace
a40,A40,58.21586,46.070781,5.331041,125,trace
a40,A40,58.25717,46.071103,5.331492,126,trace
a40,A40,58.30059,46.071425,5.331944,128,trace
a40,A40,58.34797,46.071747,5.332394,129,trace
a40,A40,58.39592,46.072070,5.332844,129,trace
a40,A40,58.44389,46.072393,5.333295,129,trace
a40,A40,58.49191,46.072714,5.333748,129,trace
a40,A40,58.54007,46.073032,5.334205,129,trace
a40,A40,58.58842,46.073345,5.334669,130,trace
a40,A40,58.63745,46.073638,5.335159,130,trace
a40,A40,58.68687,46.073915,5.335668,130,trace
a40,A40,58.73655,46.074177,5.336194,129,trace
a40,A40,58.78650,46.074416,5.336742,129,trace
a40,A40,58.83645,46.074623,5.337316,129,trace
a40,A40,58.88622,46.074809,5.337905,129,trace
a40,A40,58.93569,46.074970,5.338509,129,trace
a40,A40,58.98437,46.075095,5.339131,129,trace
a40,A40,59.03243,46.075200,5.339760,129,trace
a40,A40,59.07980,46.075285,5.340396,129,trace
a40,A40,59.12562,46.075330,5.341040,129,trace
a40,A40,59.17014,46.075349,5.341686,129,trace
a40,A40,59.21591,46.075346,5.342333,129,trace
a40,A40,59.26952,46.075315,5.342979,130,trace
a40,A40,59.32027,46.075266,5.343623,130,trace
a40,A40,59.37015,46.075211,5.344265,130,trace
a40,A40,59.42000,46.075151,5.344907,130,trace
a40,A40,59.46986,46.075093,5.345549,130,trace
a40,A40,59.51972,46.075035,5.346191,130,trace
a40,A40,59.56957,46.074977,5.346833,130,trace
a40,A40,59.61948,46.074925,5.347476,130,trace
a40,A40,59.66941,46.074875,5.348119,130,trace
a40,A40,59.71936,46.074830,5.348764,130,trace
a40,A40,59.76937,46.074797,5.349409,130,trace
a40,A40,59.81938,46.074773,5.350056,130,trace
a40,A40,59.86940,46.074755,5.350703,130,trace
a40,A40,59.91939,46.074747,5.351350,129,trace
a40,A40,59.96928,46.074756,5.351997,130,trace
a40,A40,60.01905,46.074777,5.352644,130,trace
a40,A40,60.06867,46.074812,5.353289,130,trace
a40,A40,60.11789,46.074870,5.353931,130,trace
a40,A40,60.16295,46.074942,5.354570,130,trace
a40,A40,60.20470,46.075028,5.355206,130,trace
a40,A40,60.25068,46.075141,5.355832,129,trace
a40,A40,60.29747,46.075274,5.356450,129,trace
a40,A40,60.34491,46.075423,5.357061,129,trace
a40,A40,60.39305,46.075592,5.357661,129,trace
a40,A40,60.44182,46.075783,5.358247,129,trace
a40,A40,60.49095,46.075988,5.358822,129,trace
a40,A40,60.54043,46.076210,5.359385,130,trace
a40,A40,60.59023,46.076453,5.359930,130,trace
a40,A40,60.64013,46.076709,5.360461,130,trace
a40,A40,60.69010,46.076979,5.360978,129,trace
a40,A40,60.74002,46.077273,5.361468,129,trace
a40,A40,60.78978,46.077578,5.361942,129,trace
a40,A40,60.83923,46.077899,5.362395,130,trace
a40,A40,60.88766,46.078253,5.362793,130,trace
a40,A40,60.93609,46.078607,5.363191,129,trace
a40,A40,60.98451,46.078962,5.363589,129,trace
a40,A40,61.03294,46.079316,5.363987,129,trace
a40,A40,61.07941,46.079710,5.364295,129,trace
a40,A40,61.12560,46.080110,5.364591,129,trace
a40,A40,61.17179,46.080509,5.364887,129,trace
a40,A40,61.21797,46.080909,5.365182,129,trace
a40,A40,61.26493,46.081323,5.365428,129,trace
a40,A40,61.31248,46.081749,5.365634,129,trace
a40,A40,61.36003,46.082175,5.365840,130,trace
a40,A40,61.40758,46.082600,5.366047,130,trace
a40,A40,61.45545,46.083022,5.366268,130,trace
a40,A40,61.50457,46.083426,5.366551,130,trace
a40,A40,61.55369,46.083830,5.366833,130,trace
a40,A40,61.60282,46.084234,5.367116,130,trace
a40,A40,61.65194,46.084638,5.367399,130,trace
a40,A40,61.70121,46.085034,5.367701,130,trace
a40,A40,61.75119,46.085390,5.368096,130,trace
a40,A40,61.80084,46.085720,5.368534,129,trace
a40,A40,61.85009,46.086031,5.369000,129,trace
a40,A40,61.89868,46.086319,5.369497,130,trace
a40,A40,61.94604,46.086576,5.370028,130,trace
a40,A40,61.99255,46.086814,5.370576,130,trace
a40,A40,62.03810,46.087033,5.371142,129,trace
a40,A40,62.08217,46.087225,5.371727,130,trace
a40,A40,62.12985,46.087397,5.372325,130,trace
a40,A40,62.18083,46.087549,5.372934,130,trace
a40,A40,62.22804,46.087673,5.373556,130,trace
a40,A40,62.27584,46.087780,5.374185,130,trace
a40,A40,62.32412,46.087872,5.374819,130,trace
a40,A40,62.37305,46.087940,5.375459,130,trace
a40,A40,62.42243,46.087985,5.376103,130,trace
a40,A40,62.47208,46.088012,5.376749,130,trace
a40,A40,62.52199,46.088015,5.377397,130,trace
a40,A40,62.57188,46.087965,5.378039,130,trace
a40,A40,62.62170,46.087901,5.378680,130,trace
a40,A40,62.67144,46.087828,5.379319,130,trace
a40,A40,62.72088,46.087735,5.379953,130,trace
a40,A40,62.77017,46.087634,5.380584,130,trace
a40,A40,62.81934,46.087527,5.381213,129,trace
a40,A40,62.86838,46.087414,5.381839,129,trace
a40,A40,62.91735,46.087297,5.382465,129,trace
a40,A40,62.96628,46.087179,5.383090,130,trace
a40,A40,63.01523,46.087062,5.383715,130,trace
a40,A40,63.06435,46.086953,5.384343,129,trace
a40,A40,63.11232,46.086853,5.384974,129,trace
a40,A40,63.15788,46.086767,5.385610,129,trace
a40,A40,63.20513,46.086699,5.386250,130,trace
a40,A40,63.25286,46.086640,5.386892,130,trace
a40,A40,63.30093,46.086592,5.387536,130,trace
a40,A40,63.34973,46.086571,5.388183,130,trace
a40,A40,63.39878,46.086561,5.388830,130,trace
a40,A40,63.44805,46.086562,5.389477,130,trace
a40,A40,63.49765,46.086582,5.390124,130,trace
a40,A40,63.54742,46.086617,5.390770,130,trace
a40,A40,63.59730,46.086664,5.391414,130,trace
a40,A40,63.64728,46.086729,5.392054,130,trace
a40,A40,63.69726,46.086816,5.392690,130,trace
a40,A40,63.74713,46.086920,5.393319,130,trace
a40,A40,63.79683,46.087045,5.393941,130,trace
a40,A40,63.84582,46.087208,5.394544,130,trace
a40,A40,63.89419,46.087393,5.395134,130,trace
a40,A40,63.94191,46.087598,5.395710,130,trace
a40,A40,63.98837,46.087833,5.396262,130,trace
a40,A40,64.03353,46.088092,5.396791,130,trace
a40,A40,64.07818,46.088369,5.397300,130,trace
a40,A40,64.12370,46.088669,5.397782,130,trace
a40,A40,64.17211,46.088987,5.398238,130,trace
a40,A40,64.22125,46.089317,5.398678,130,trace
a40,A40,64.27008,46.089656,5.399102,130,trace
a40,A40,64.31880,46.089999,5.399520,130,trace
a40,A40,64.36757,46.090340,5.399942,130,trace
a40,A40,64.41644,46.090679,5.400367,130,trace
a40,A40,64.46574,46.091003,5.400816,130,trace
a40,A40,64.51526,46.091317,5.401278,130,trace
a40,A40,64.56497,46.091620,5.401756,130,trace
a40,A40,64.61491,46.091899,5.402264,129,trace
a40,A40,64.66481,46.092157,5.402793,129,trace
a40,A40,64.71463,46.092401,5.403337,130,trace
a40,A40,64.76422,46.092625,5.403898,130,trace
a40,A40,64.81332,46.092825,5.404477,129,trace
a40,A40,64.86201,46.093009,5.405068,129,trace
a40,A40,64.91018,46.093174,5.405671,130,trace
a40,A40,64.95740,46.093311,5.406287,130,trace
a40,A40,65.00668,46.093431,5.406911,130,trace
a40,A40,65.05824,46.093531,5.407542,130,trace
a40,A40,65.10824,46.093601,5.408182,129,trace
a40,A40,65.15823,46.093661,5.408824,129,trace
a40,A40,65.20821,46.093717,5.409466,129,trace
a40,A40,65.25819,46.093773,5.410109,129,trace
a40,A40,65.30817,46.093829,5.410751,129,trace
a40,A40,65.35815,46.093884,5.411394,129,trace
a40,A40,65.40812,46.093937,5.412037,129,trace
a40,A40,65.45810,46.093991,5.412680,129,trace
a40,A40,65.50808,46.094048,5.413323,129,trace
a40,A40,65.55808,46.094109,5.413965,130,trace
a40,A40,65.60808,46.094177,5.414605,130,trace
a40,A40,65.65809,46.094244,5.415245,130,trace
a40,A40,65.70809,46.094312,5.415885,129,trace
a40,A40,65.75809,46.094381,5.416525,129,trace
a40,A40,65.80809,46.094455,5.417164,129,trace
a40,A40,65.85808,46.094532,5.417802,129,trace
a40,A40,65.90805,46.094618,5.418438,129,trace
a40,A40,65.95796,46.094713,5.419071,130,trace
a40,A40,66.00630,46.094813,5.419702,130,trace
a40,A40,66.05236,46.094919,5.420332,130,trace
a40,A40,66.10041,46.095048,5.420952,130,trace
a40,A40,66.14895,46.095193,5.421565,130,trace
a40,A40,66.19791,46.095353,5.422170,130,trace
a40,A40,66.24738,46.095536,5.422761,130,trace
a40,A40,66.29707,46.095735,5.423342,130,trace
a40,A40,66.34693,46.095947,5.423913,129,trace
a40,A40,66.39693,46.096177,5.424469,129,trace
a40,A40,66.44694,46.096425,5.425009,129,trace
a40,A40,66.49690,46.096684,5.425537,129,trace
a40,A40,66.54677,46.096957,5.426053,129,trace
a40,A40,66.59637,46.097247,5.426547,129,trace
a40,A40,66.64584,46.097542,5.427035,129,trace
a40,A40,66.69522,46.097843,5.427516,129,trace
a40,A40,66.74462,46.098142,5.428000,130,trace
a40,A40,66.79408,46.098438,5.428486,130,trace
a40,A40,66.84362,46.098731,5.428977,129,trace
a40,A40,66.89333,46.099015,5.429479,130,trace
a40,A40,66.94319,46.099286,5.429995,130,trace
a40,A40,66.99334,46.099548,5.430521,130,trace
a40,A40,67.04396,46.099799,5.431059,130,trace
a40,A40,67.09377,46.100032,5.431612,130,trace
a40,A40,67.14355,46.100256,5.432173,130,trace
a40,A40,67.19345,46.100470,5.432743,130,trace
a40,A40,67.24343,46.100663,5.433328,130,trace
a40,A40,67.29340,46.100844,5.433920,130,trace
a40,A40,67.34334,46.101016,5.434519,130,trace
a40,A40,67.39326,46.101184,5.435120,130,trace
a40,A40,67.44320,46.101353,5.435720,130,trace
a40,A40,67.49313,46.101523,5.436319,130,trace
a40,A40,67.54306,46.101693,5.436919,130,trace
a40,A40,67.59301,46.101865,5.437518,130,trace
a40,A40,67.64295,46.102036,5.438116,130,trace
a40,A40,67.69289,46.102207,5.438715,130,trace
a40,A40,67.74284,46.102380,5.439313,130,trace
a40,A40,67.79280,46.102554,5.439910,130,trace
a40,A40,67.84276,46.102732,5.440505,130,trace
a40,A40,67.89275,46.102920,5.441093,129,trace
a40,A40,67.94272,46.103118,5.441675,129,trace
a40,A40,67.99278,46.103325,5.442250,130,trace
a40,A40,68.04315,46.103543,5.442816,130,trace
a40,A40,68.09243,46.103771,5.443374,130,trace
a40,A40,68.14137,46.104004,5.443928,130,trace
a40,A40,68.19018,46.104242,5.444477,129,trace
a40,A40,68.23890,46.104483,5.445024,130,trace
a40,A40,68.28769,46.104721,5.445573,130,trace
a40,A40,68.33656,46.104957,5.446125,130,trace
a40,A40,68.38567,46.105183,5.446684,130,trace
a40,A40,68.43509,46.105394,5.447256,130,trace
a40,A40,68.48477,46.105590,5.447838,130,trace
a40,A40,68.53471,46.105761,5.448437,130,trace
a40,A40,68.58470,46.105910,5.449048,130,trace
a40,A40,68.63466,46.106044,5.449666,130,trace
a40,A40,68.68451,46.106159,5.450293,130,trace
a40,A40,68.73405,46.106249,5.450927,130,trace
a40,A40,68.78326,46.106322,5.451566,130,trace
a40,A40,68.83211,46.106376,5.452209,129,trace
a40,A40,68.88030,46.106407,5.452855,130,trace
a40,A40,68.92847,46.106436,5.453502,130,trace
a40,A40,68.97667,46.106467,5.454148,129,trace
a40,A40,69.02512,46.106507,5.454793,130,trace
a40,A40,69.06963,46.106566,5.455435,130,trace
a40,A40,69.11333,46.106641,5.456074,130,trace
a40,A40,69.15906,46.106736,5.456707,130,trace
a40,A40,69.20616,46.106865,5.457327,129,trace
a40,A40,69.25407,46.107016,5.457936,129,trace
a40,A40,69.30273,46.107191,5.458533,130,trace
a40,A40,69.35225,46.107405,5.459103,130,trace
a40,A40,69.40200,46.107639,5.459655,130,trace
a40,A40,69.45193,46.107893,5.460189,130,trace
a40,A40,69.50185,46.108172,5.460697,130,trace
a40,A40,69.55163,46.108464,5.461188,130,trace
a40,A40,69.60126,46.108768,5.461665,130,trace
a40,A40,69.65064,46.109084,5.462125,130,trace
a40,A40,69.69962,46.109414,5.462564,130,trace
a40,A40,69.74835,46.109752,5.462991,130,trace
a40,A40,69.79679,46.110097,5.463406,130,trace
a40,A40,69.84497,46.110448,5.463811,130,trace
a40,A40,69.89299,46.110802,5.464209,130,trace
a40,A40,69.94092,46.111159,5.464603,130,trace
a40,A40,69.98956,46.111515,5.464997,130,trace
a40,A40,70.03311,46.111872,5.465391,130,trace
a40,A40,70.07372,46.112227,5.465786,130,trace
a40,A40,70.11484,46.112578,5.466191,130,trace
a40,A40,70.15717,46.112916,5.466617,130,trace
a40,A40,70.20052,46.113242,5.467063,130,trace
a40,A40,70.24524,46.113550,5.467535,130,trace
a40,A40,70.29193,46.113823,5.468048,130,trace
a40,A40,70.33966,46.114072,5.468586,130,trace
a40,A40,70.38840,46.114295,5.469149,130,trace
a40,A40,70.43822,46.114462,5.469750,130,trace
a40,A40,70.48809,46.114590,5.470369,130,trace
a40,A40,70.53787,46.114680,5.471003,130,trace
a40,A40,70.58680,46.114716,5.471649,130,trace
a40,A40,70.63440,46.114708,5.472296,130,trace
a40,A40,70.68075,46.114667,5.472940,130,trace
a40,A40,70.72515,46.114583,5.473576,130,trace
a40,A40,70.76659,46.114450,5.474194,130,trace
a40,A40,70.80558,46.114282,5.474793,130,trace
a40,A40,70.84149,46.114075,5.475368,130,trace
a40,A40,70.87924,46.113835,5.475915,130,trace
a40,A40,70.91958,46.113590,5.476459,130,trace
a40,A40,70.96262,46.113344,5.477000,130,trace
a40,A40,71.00634,46.113108,5.477552,129,trace
a40,A40,71.05116,46.112891,5.478118,129,trace
a40,A40,71.09699,46.112693,5.478699,129,trace
a40,A40,71.14431,46.112528,5.479302,130,trace
a40,A40,71.19259,46.112393,5.479920,130,trace
a40,A40,71.24150,46.112283,5.480547,130,trace
a40,A40,71.29109,46.112207,5.481185,130,trace
a40,A40,71.34100,46.112170,5.481831,130,trace
a40,A40,71.39091,46.112157,5.482478,130,trace
a40,A40,71.44075,46.112167,5.483125,130,trace
a40,A40,71.49015,46.112212,5.483770,130,trace
a40,A40,71.53882,46.112289,5.484407,130,trace
a40,A40,71.58671,46.112395,5.485036,130,trace
a40,A40,71.63303,46.112544,5.485648,130,trace
a40,A40,71.67795,46.112719,5.486243,130,trace
a40,A40,71.72158,46.112918,5.486823,130,trace
a40,A40,71.76321,46.113148,5.487380,130,trace
a40,A40,71.79746,46.113411,5.487905,130,trace
a40,A40,71.83531,46.113695,5.488406,130,trace
a40,A40,71.88395,46.114002,5.488879,130,trace
a40,A40,71.93334,46.114334,5.489314,130,trace
a40,A40,71.98305,46.114682,5.489723,130,trace
a40,A40,72.03302,46.115045,5.490104,130,trace
a40,A40,72.08297,46.115435,5.490426,130,trace
a40,A40,72.13261,46.115836,5.490716,130,trace
a40,A40,72.18199,46.116246,5.490979,130,trace
a40,A40,72.23105,46.116663,5.491220,130,trace
a40,A40,72.28008,46.117081,5.491459,130,trace
a40,A40,72.32914,46.117497,5.491701,129,trace
a40,A40,72.37833,46.117912,5.491951,129,trace
a40,A40,72.42794,46.118316,5.492233,130,trace
a40,A40,72.47774,46.118713,5.492536,130,trace
a40,A40,72.52770,46.119101,5.492861,130,trace
a40,A40,72.57774,46.119476,5.493218,130,trace
a40,A40,72.62771,46.119842,5.493594,130,trace
a40,A40,72.67760,46.120198,5.493989,129,trace
a40,A40,72.72728,46.120541,5.494406,130,trace
a40,A40,72.77712,46.120883,5.494826,130,trace
a40,A40,72.82704,46.121225,5.495247,130,trace
a40,A40,72.87685,46.121568,5.495665,130,trace
a40,A40,72.92670,46.121913,5.496080,129,trace
a40,A40,72.97658,46.122262,5.496489,129,trace
a40,A40,73.02652,46.122616,5.496887,130,trace
a40,A40,73.07649,46.122979,5.497269,130,trace
a40,A40,73.12646,46.123347,5.497641,130,trace
a40,A40,73.17643,46.123719,5.498003,130,trace
a40,A40,73.22632,46.124099,5.498348,129,trace
a40,A40,73.27618,46.124482,5.498687,127,trace
a40,A40,73.32600,46.124867,5.499021,126,trace
a40,A40,73.37576,46.125255,5.499348,126,trace
a40,A40,73.42551,46.125644,5.499672,125,trace
a40,A40,73.47529,46.126031,5.500001,125,trace
a40,A40,73.52514,46.126414,5.500339,125,trace
a40,A40,73.57510,46.126785,5.500703,125,trace
a40,A40,73.62506,46.127147,5.501087,125,trace
a40,A40,73.67495,46.127498,5.501492,125,trace
a40,A40,73.72463,46.127832,5.501924,125,trace
a40,A40,73.77561,46.128149,5.502383,125,trace
a40,A40,73.82510,46.128452,5.502861,125,trace
a40,A40,73.87155,46.128741,5.503357,125,trace
a40,A40,73.91916,46.129006,5.503881,125,trace
a40,A40,73.96735,46.129254,5.504420,125,trace
a40,A40,74.01605,46.129488,5.504974,125,trace
a40,A40,74.06529,46.129701,5.505544,125,trace
a40,A40,74.11495,46.129889,5.506132,124,trace
a40,A40,74.16479,46.130060,5.506731,123,trace
a40,A40,74.21476,46.130213,5.507340,121,trace
a40,A40,74.26472,46.130338,5.507963,119,trace
a40,A40,74.31453,46.130442,5.508593,118,trace
a40,A40,74.36410,46.130528,5.509229,118,trace
a40,A40,74.41339,46.130596,5.509869,117,trace
a40,A40,74.46241,46.130650,5.510513,117,trace
a40,A40,74.51123,46.130696,5.511158,116,trace
a40,A40,74.56001,46.130740,5.511803,116,trace
a40,A40,74.60883,46.130786,5.512447,116,trace
a40,A40,74.65780,46.130838,5.513091,115,trace
a40,A40,74.69127,46.130874,5.513531,115,trace
a40,A40,74.78100,46.131028,5.514683,,pr
a40,A40,75.31413,46.132488,5.521695,115,trace
a40,A40,75.36106,46.132861,5.522055,115,trace
a40,A40,75.40800,46.133235,5.522416,115,trace
a40,A40,75.45494,46.133608,5.522776,115,trace
a40,A40,75.50021,46.134001,5.523089,115,trace
a40,A40,75.54488,46.134400,5.523386,115,trace
a40,A40,75.58927,46.134802,5.523676,115,trace
a40,A40,75.63339,46.135206,5.523959,115,trace
a40,A40,75.67875,46.135598,5.524274,115,trace
a40,A40,75.72219,46.135975,5.524627,115,trace
a40,A40,75.76306,46.136333,5.525016,115,trace
a40,A40,75.80201,46.136669,5.525444,115,trace
a40,A40,75.84465,46.136966,5.525931,115,trace
a40,A40,75.88993,46.137222,5.526463,115,trace
a40,A40,75.93669,46.137449,5.527021,115,trace
a40,A40,75.98468,46.137644,5.527603,115,trace
a40,A40,76.03396,46.137796,5.528214,115,trace
a40,A40,76.08386,46.137899,5.528844,115,trace
a40,A40,76.13336,46.137933,5.529487,115,trace
a40,A40,76.18250,46.137927,5.530135,115,trace
a40,A40,76.23128,46.137905,5.530782,115,trace
a40,A40,76.27879,46.137840,5.531423,115,trace
a40,A40,76.32572,46.137759,5.532061,115,trace
a40,A40,76.37247,46.137673,5.532697,115,trace
a40,A40,76.41916,46.137587,5.533333,115,trace
a40,A40,76.46580,46.137498,5.533969,115,trace
a40,A40,76.51238,46.137409,5.534604,115,trace
a40,A40,76.55889,46.137318,5.535239,115,trace
a40,A40,76.60745,46.137221,5.535872,115,trace
a40,A40,76.65833,46.137114,5.536501,115,trace
a40,A40,76.70474,46.136986,5.537122,115,trace
a40,A40,76.75219,46.136832,5.537731,118,trace
a40,A40,76.80046,46.136653,5.538325,122,trace
a40,A40,76.84936,46.136453,5.538904,125,trace
a40,A40,76.89888,46.136224,5.539463,122,trace
a40,A40,76.94874,46.135966,5.539992,120,trace
a40,A40,76.99869,46.135690,5.540503,118,trace
a40,A40,77.04860,46.135397,5.540994,116,trace
a40,A40,77.09830,46.135082,5.541457,115,trace
a40,A40,77.14783,46.134759,5.541907,114,trace
a40,A40,77.19724,46.134431,5.542350,114,trace
a40,A40,77.24658,46.134100,5.542788,115,trace
a40,A40,77.29590,46.133768,5.543225,115,trace
a40,A40,77.34498,46.133429,5.543648,115,trace
a40,A40,77.39407,46.133089,5.544073,115,trace
a40,A40,77.44324,46.132752,5.544501,115,trace
a40,A40,77.49249,46.132418,5.544934,115,trace
a40,A40,77.54180,46.132085,5.545370,115,trace
a40,A40,77.59124,46.131759,5.545815,115,trace
a40,A40,77.63765,46.131441,5.546272,115,trace
a40,A40,77.68346,46.131135,5.546747,115,trace
a40,A40,77.73130,46.130846,5.547243,115,trace
a40,A40,77.77998,46.130579,5.547764,115,trace
a40,A40,77.82925,46.130335,5.548308,115,trace
a40,A40,77.87886,46.130108,5.548867,115,trace
